Grupo|Entente|TipoBloco|Message|TipoMsg
f-menu-invest|opcoes-carteiras-txt-copy-206|Lógica|Perfil Arrojado|title
f-menu-invest|opcoes-carteiras-txt-copy-206|Lógica|Perfil Agressivo|title
f-menu-invest|opcoes-carteiras-txt-copy-206|Lógica||title
f-menu-invest|enviaoutros17-copy-206|Lógica|Saída|title
f-menu-invest|integracao-ideias-et|Lógica|Conservador|title
f-menu-invest|integracao-ideias-et|Lógica|Moderado|title
f-menu-invest|integracao-ideias-et|Lógica|Arrojado|title
f-menu-invest|integracao-ideias-et|Lógica|Agressivo 1|title
f-menu-invest|integracao-ideias-et|Lógica|Agressivo 2|title
f-menu-invest|conservadora-ideias|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|conservadora-ideias|Múltipla Escolha|Sim|title
f-menu-invest|conservadora-ideias|Múltipla Escolha|Não|title
f-menu-invest|conservadora-ideias|Múltipla Escolha|Outros|title
f-menu-invest|moderado-ideais|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|moderado-ideais|Múltipla Escolha|Sim|title
f-menu-invest|moderado-ideais|Múltipla Escolha|Não|title
f-menu-invest|moderado-ideais|Múltipla Escolha|Outros|title
f-menu-invest|arrojado-ideias|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|arrojado-ideias|Múltipla Escolha|Sim|title
f-menu-invest|arrojado-ideias|Múltipla Escolha|Não|title
f-menu-invest|arrojado-ideias|Múltipla Escolha|Outros|title
f-menu-invest|conservador-ideias|Múltipla Escolha|Deseja visualizar a carteira para esse perfil?|message
f-menu-invest|conservador-ideias|Múltipla Escolha|Sim|title
f-menu-invest|conservador-ideias|Múltipla Escolha|Não|title
f-menu-invest|conservador-ideias|Múltipla Escolha|Outros|title
f-menu-invest|texto-conservador-copy-207|Mensagem|Essa é uma carteira para quem quer investir de forma conservadora, com risco reduzido, mesmo que esse portfólio não gere rendimentos ou retornos significativos, além de poder, ou não, acompanhar a inflação.|message
f-menu-invest|texto-conservador-copy-207|Mensagem|Saída|title
f-menu-invest|texto-moderado-copy-207|Mensagem|Essa é uma carteira para quem quer investir de forma conservadora, com risco reduzido, mesmo que esse portfólio não gere rendimentos ou retornos significativos, além de poder, ou não, acompanhar a inflação.|message
f-menu-invest|texto-moderado-copy-207|Mensagem|Saída|title
f-menu-invest|texto-arrojado-copy-207|Mensagem|Essa é uma carteira para quem está disposto a aceitar algum risco para o capital principal, que tolera alguma volatilidade para buscar retornos mais altos, e que entende que pode perder uma parte dos recursos investidos.|message
f-menu-invest|texto-arrojado-copy-207|Mensagem|Saída|title
f-menu-invest|texto-agressivo-copy-207|Mensagem|Essa é uma carteira para quem está disposto a aceitar algum risco para o capital principal, que tolera alguma volatilidade para buscar retornos mais altos, e que entende que pode perder uma parte dos recursos investidos.|message
f-menu-invest|texto-agressivo-copy-207|Mensagem|Saída|title
f-menu-invest|carteira-etfs-copy-207|Carrosel Vertical|Tudo bem. Selecione o perfil da carteira que você tem interesse em investir.|message
f-menu-invest|carteira-etfs-copy-207|Carrosel Vertical|Perfil Conservador|title
f-menu-invest|carteira-etfs-copy-207|Carrosel Vertical|Perfil Moderado|title
f-menu-invest|carteira-etfs-copy-207|Carrosel Vertical|Perfil Arrojado|title
f-menu-invest|carteira-etfs-copy-207|Carrosel Vertical|Perfil Agressivo|title
f-menu-invest|carteira-etfs-copy-207|Carrosel Vertical|Outros|title
f-menu-invest|enviaoutros19-copy-207|Lógica|Saída|title
f-menu-invest|carteira-etf-txt-copy-207|Lógica|Perfil Conservador|title
f-menu-invest|carteira-etf-txt-copy-207|Lógica|Perfil Moderado|title
f-menu-invest|carteira-etf-txt-copy-207|Lógica|Perfil Arrojado|title
f-menu-invest|carteira-etf-txt-copy-207|Lógica|Perfil Agressivo|title
f-menu-invest|carteira-etf-txt-copy-207|Lógica||title
f-menu-invest|infosmais-etfs-copy-207|Múltipla Escolha|Deseja obter mais informações sobre esta Carteira Recomendada?|message
f-menu-invest|infosmais-etfs-copy-207|Múltipla Escolha|Sim|title
f-menu-invest|infosmais-etfs-copy-207|Múltipla Escolha|Não|title
f-menu-invest|infosmais-etfs-copy-207|Múltipla Escolha|Outros|title
f-menu-invest|relatorio-completo-copy-207|Mensagem|Apresentamos diversos relatórios que visam auxiliar o investidor na tomada de decisão da sua alocação de recursos. Clique no documento para realizar download e verifique o relatório completo.|message
f-menu-invest|relatorio-completo-copy-207|Mensagem|Saída|title
f-menu-invest|doc-relatorio-copy-207|Mensagem|https://avenue.us/assets/pdf/selecao-carteiras-recomendadas-de-etf.pdf|message
f-menu-invest|doc-relatorio-copy-207|Mensagem|Saída|title
f-menu-invest|grava-ideias|Lógica|Quero investir somente via ETFs|title
f-menu-invest|grava-ideias|Lógica|Quero ideias com ações|title
f-menu-invest|grava-ideias|Lógica|Quero investir no mercado imobiliário|title
f-menu-invest|grava-ideias|Lógica|Quero estar atrelado a renda fixa|title
f-menu-invest|grava-ideias|Lógica||title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|São essas as opções de investimentos:|message
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Dividendos|title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Ideias em foco|title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Small e MidCaps|title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Empresas de valor|title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Empresas de crescimento|title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Voltar|title
f-menu-invest|ideias-invest-ideias|Carrosel Vertical|Outros|title
f-menu-invest|outros-ideias|Lógica|Saída|title
f-menu-invest|ideias-txt-ideias|Lógica|Dividendos|title
f-menu-invest|ideias-txt-ideias|Lógica|Ideias em foco|title
f-menu-invest|ideias-txt-ideias|Lógica|Small e MidCaps|title
f-menu-invest|ideias-txt-ideias|Lógica|Empresas de valor|title
f-menu-invest|ideias-txt-ideias|Lógica|Empresas de crescimento|title
f-menu-invest|ideias-txt-ideias|Lógica||title
f-menu-invest|reits-ideias|Mensagem|https://i.imgur.com/kZzG3mE.png|message
f-menu-invest|reits-ideias|Mensagem|Saída|title
f-menu-invest|rendafixa-ideias|Carrosel Vertical|São essas as opções de investimentos:|message
f-menu-invest|rendafixa-ideias|Carrosel Vertical|Renda fixa|title
f-menu-invest|rendafixa-ideias|Carrosel Vertical|Preservação de capital|title
f-menu-invest|rendafixa-ideias|Carrosel Vertical|Voltar|title
f-menu-invest|rendafixa-ideias|Carrosel Vertical|Outros|title
f-menu-invest|outros-rendafixa|Lógica|Saída|title
f-menu-invest|rendafixa-ideias-txt|Lógica|Renda fixa|title
f-menu-invest|rendafixa-ideias-txt|Lógica|Preservação de capital|title
f-menu-invest|rendafixa-ideias-txt|Lógica||title
f-menu-invest|renda-fixa-imagem-copy-208|Mensagem|https://i.imgur.com/OWaR6AY.png|message
f-menu-invest|renda-fixa-imagem-copy-208|Mensagem|Saída|title
f-menu-invest|preservacao-capital-copy-208|Mensagem|https://i.imgur.com/zWUIqC5.png|message
f-menu-invest|preservacao-capital-copy-208|Mensagem|Saída|title
f-menu-invest|foco-ideias|Mensagem|https://i.imgur.com/xFd5SH0.png|message
f-menu-invest|foco-ideias|Mensagem|Saída|title
f-menu-invest|dividendos-ideias|Mensagem|https://i.imgur.com/uRo3Tbg.png|message
f-menu-invest|dividendos-ideias|Mensagem|Saída|title
f-menu-invest|smallmids-ideias|Mensagem|https://i.imgur.com/EiPTuck.png|message
f-menu-invest|smallmids-ideias|Mensagem|Saída|title
f-menu-invest|valor-ideias|Mensagem|https://i.imgur.com/uOL8OCu.png|message
f-menu-invest|valor-ideias|Mensagem|Saída|title
f-menu-invest|crescimento-ideias|Mensagem|https://i.imgur.com/lnYo9nL.png|message
f-menu-invest|crescimento-ideias|Mensagem|Saída|title
f-menu-invest|ideias-acoes-ideias|Múltipla Escolha|Deseja visualizar este relatório completo?|message
f-menu-invest|ideias-acoes-ideias|Múltipla Escolha|Sim|title
f-menu-invest|ideias-acoes-ideias|Múltipla Escolha|Não|title
f-menu-invest|ideias-acoes-ideias|Múltipla Escolha|Outros|title
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Quero investir somente via ETFs|title
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Quero ideias com ações|title
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Quero investir no mercado imobiliário|title
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Quero estar atrelado a renda fixa|title
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Voltar|title
f-menu-invest|opcoes-menu-ideias|Carrosel Vertical|Outros|title
f-menu-invest|teste-tipo-conta|Lógica|Saída|title
f-menu-invest|duvida-transfbonds|Múltipla Escolha|Deseja falar com um especialista digital e consultar a disponibilidade de transferência?|message
f-menu-invest|duvida-transfbonds|Múltipla Escolha|Sim|title
f-menu-invest|duvida-transfbonds|Múltipla Escolha|Não|title
f-menu-invest|duvida-transfbonds|Múltipla Escolha|Outros|title
f-menu-invest|opcoes-bonds-txt-copy-209|Lógica|Saída|title
f-menu-invest|opcoes-bonds-txt-copy-209|Lógica||title
f-menu-invest|relatorio-completo-copy-210|Mensagem|Apresentamos diversos relatórios que visam auxiliar o investidor na tomada de decisão da sua alocação de recursos. Clique no documento para realizar download e verifique o relatório completo.|message
f-menu-invest|relatorio-completo-copy-210|Mensagem|Saída|title
f-menu-invest|doc-relatorio-copy-211|Mensagem|https://avenue.us/assets/pdf/selecao-carteiras-recomendadas-de-fundos.pdf|message
f-menu-invest|doc-relatorio-copy-211|Mensagem|Saída|title
f-menu-invest|relatorio-completo-copy-212|Mensagem|Apresentamos diversos relatórios que visam auxiliar o investidor na tomada de decisão da sua alocação de recursos. Clique no documento para realizar download e verifique o relatório completo.|message
f-menu-invest|relatorio-completo-copy-212|Mensagem|Saída|title
f-menu-invest|doc-relatorio-copy-213|Mensagem|https://avenue.us/assets/pdf/selecao-teses-investimento.pdf|message
f-menu-invest|doc-relatorio-copy-213|Mensagem|Saída|title
g-little-bot|menu-little|Carrosel Vertical|Olá, {{user.name}}!|message
g-little-bot|menu-little|Carrosel Vertical|Depósito|title
g-little-bot|menu-little|Carrosel Vertical|Câmbio|title
g-little-bot|menu-little|Carrosel Vertical|Cadastro|title
g-little-bot|menu-little|Carrosel Vertical|Investimentos|title
g-little-bot|menu-little|Carrosel Vertical|Banking|title
g-little-bot|menu-little|Carrosel Vertical|Outras dúvidas|title
g-little-bot|menu-little|Carrosel Vertical|Outros|title
g-little-bot|integra-primeiro-dep|Lógica|Saída true|title
g-little-bot|integra-primeiro-dep|Lógica|Saída false|title
g-little-bot|sim-nao|Múltipla Escolha|Identifiquei que você ainda não fez um primeiro depósito, quer os dados para sua primeira operação? |message
g-little-bot|sim-nao|Múltipla Escolha|Sim|title
g-little-bot|sim-nao|Múltipla Escolha|Não|title
g-little-bot|sim-nao|Múltipla Escolha|Outros|title
g-little-bot|dep-sim|Mensagem|"Para realizar um Pix, você deve utilizar a chave *e-mail*: pix@avenue.us.

Agora, para fazer uma transferência via TED, acesse sua conta, na aba principal, clique em ""*Depósito*"".
"|message
g-little-bot|dep-sim|Mensagem|Saída|title
g-little-bot|opcoes-fin|Carrosel Vertical||message
g-little-bot|opcoes-fin|Carrosel Vertical|Depósito em dólares|title
g-little-bot|opcoes-fin|Carrosel Vertical|Problemas com depósitos|title
g-little-bot|opcoes-fin|Carrosel Vertical|Especialista digital|title
g-little-bot|opcoes-fin|Carrosel Vertical|Finalizar atendimento|title
g-little-bot|opcoes-fin|Carrosel Vertical|Voltar|title
g-little-bot|opcoes-fin|Carrosel Vertical|Outros|title
g-little-bot|texto-fin|Lógica|Depósito em dólares|title
g-little-bot|texto-fin|Lógica|Problemas com depósitos|title
g-little-bot|texto-fin|Lógica||title
g-little-bot|opcoes-marcada|Carrosel Vertical|Estou vendo que você já fez seu primeiro depósito. Você precisa dos dados de depósito novamente?|message
g-little-bot|opcoes-marcada|Carrosel Vertical|Depósito em reais|title
g-little-bot|opcoes-marcada|Carrosel Vertical|Depósito em dólares|title
g-little-bot|opcoes-marcada|Carrosel Vertical|Tenho um problema com depósito|title
g-little-bot|opcoes-marcada|Carrosel Vertical|Outras dúvidas sobre depósitos|title
g-little-bot|opcoes-marcada|Carrosel Vertical|Voltar|title
g-little-bot|opcoes-marcada|Carrosel Vertical|Outros|title
g-little-bot|problema-dep|Mensagem|Tudo bem. Irei te conectar com um especialista digital.|message
g-little-bot|problema-dep|Mensagem|Saída|title
g-little-bot|auc-balance-br|Lógica|Fora do horário|title
g-little-bot|auc-balance-br|Lógica|Maior que 200 horario|title
g-little-bot|auc-balance-br|Lógica|Menor que 200|title
g-little-bot|sim-nao-1|Múltipla Escolha|Identifiquei que você fez um depósito na sua conta recentemente, quer que eu te conecte com um especialista digital para que ele te ajude na operação de câmbio?|message
g-little-bot|sim-nao-1|Múltipla Escolha|Sim|title
g-little-bot|sim-nao-1|Múltipla Escolha|Não|title
g-little-bot|sim-nao-1|Múltipla Escolha|Outros|title
g-little-bot|grava-caminhos|Lógica|Depósito|title
g-little-bot|grava-caminhos|Lógica|Câmbio|title
g-little-bot|grava-caminhos|Lógica|Cadastro|title
g-little-bot|grava-caminhos|Lógica|Investimentos|title
g-little-bot|grava-caminhos|Lógica|Banking|title
g-little-bot|grava-caminhos|Lógica|Outras dúvidas|title
g-little-bot|grava-caminhos|Lógica||title
g-little-bot|banking|Teste A/B|Atendimento Banking|title
g-little-bot|banking|Teste A/B|Menu de Banking|title
g-little-bot|menu-cadastro|Carrosel Vertical||message
g-little-bot|menu-cadastro|Carrosel Vertical|Alteração de dados cadastrais|title
g-little-bot|menu-cadastro|Carrosel Vertical|Menu completo de cadastro|title
g-little-bot|menu-cadastro|Carrosel Vertical|Quero ajuda com meu cadastro|title
g-little-bot|menu-cadastro|Carrosel Vertical|Voltar|title
g-little-bot|menu-cadastro|Carrosel Vertical|Outros|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical||message
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Retirada|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Impostos e saída fiscal|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Encerramento de conta|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Caso de falecimento|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Taxas e custos|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Quero ajuda para outros assuntos|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Voltar|title
g-little-bot|menu-outras-duvidas|Carrosel Vertical|Outros|title
g-little-bot|textos-outras-duvida|Lógica|Retirada|title
g-little-bot|textos-outras-duvida|Lógica|Impostos e saída fiscal|title
g-little-bot|textos-outras-duvida|Lógica|Encerramento de conta|title
g-little-bot|textos-outras-duvida|Lógica|Caso de falecimento|title
g-little-bot|textos-outras-duvida|Lógica|Taxas e custos|title
g-little-bot|textos-outras-duvida|Lógica|Quero ajuda para outros assuntos|title
g-little-bot|textos-outras-duvida|Lógica||title
g-little-bot|outros-1|Lógica|Saída|title
g-little-bot|envia-menu-cad|Mensagem|Um momento, estou te transferindo para o menu completo.|message
g-little-bot|envia-menu-cad|Mensagem|Saída|title
g-little-bot|envia-menu-taxas|Mensagem|Um momento, estou te transferindo para o menu completo.|message
g-little-bot|envia-menu-taxas|Mensagem|Saída|title
g-little-bot|outros-2|Lógica|Saída|title
g-little-bot|outros-3|Lógica|Saída|title
g-little-bot|outros-4|Lógica|Saída|title
g-little-bot|outros-5-copy-7|Lógica|Saída|title
menu-principal|enviaroutros|Lógica|Saída|title
menu-principal|recados-importantes|Mensagem||message
menu-principal|recados-importantes|Mensagem|Saída|title
menu-principal|gravar-outros|Lógica|Saída|title
menu-principal|grava-banking|Lógica|Saída|title
menu-principal|opcoes-invest|Carrosel Vertical|Hoje você gostaria de falar sobre qual assunto?|message
menu-principal|opcoes-invest|Carrosel Vertical|Dúvida sobre a conta|title
menu-principal|opcoes-invest|Carrosel Vertical|Ideias para investir|title
menu-principal|opcoes-invest|Carrosel Vertical|Outros|title
menu-principal|opcoes-invest1|Carrosel Vertical||message
menu-principal|opcoes-invest1|Carrosel Vertical|Alteração de dados|title
menu-principal|opcoes-invest1|Carrosel Vertical|Depósito em reais|title
menu-principal|opcoes-invest1|Carrosel Vertical|Depósito em dólares|title
menu-principal|opcoes-invest1|Carrosel Vertical|Como fazer um câmbio|title
menu-principal|opcoes-invest1|Carrosel Vertical|Imposto de Renda 2024|title
menu-principal|opcoes-invest1|Carrosel Vertical|Menu completo|title
menu-principal|opcoes-invest1|Carrosel Vertical|Outros|title
menu-principal|gravacaminho-duvidas|Lógica|Saída|title
menu-principal|gravacaminho-ideias|Lógica|Saída|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Sobre qual assunto gostaria de falar?|message
menu-principal|opcoes-secundarias|Carrosel Vertical|Câmbio|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Conta e cadastro|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Taxas e custos|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Produtos de Investimentos|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Impostos e seguranças|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Depósito e transferências|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Voltar|title
menu-principal|opcoes-secundarias|Carrosel Vertical|Outros|title
menu-principal|envia-outros-7|Lógica|Saída|title
menu-principal|envia-outros-8|Lógica|Saída|title
menu-principal|envia-outros-9|Lógica|Saída|title
menu-principal|identifica-banking|Lógica|Conta Banking|title
menu-principal|identifica-banking|Lógica|Não tem Banking|title
menu-principal|grava-caminho-geral|Lógica|Alteração de dados|title
menu-principal|grava-caminho-geral|Lógica|Depósito em reais|title
menu-principal|grava-caminho-geral|Lógica|Depósito em dólares|title
menu-principal|grava-caminho-geral|Lógica|Como fazer um câmbio|title
menu-principal|grava-caminho-geral|Lógica|Imposto de Renda 2024|title
menu-principal|grava-caminho-geral|Lógica|Menu completo|title
menu-principal|grava-caminho-geral2|Lógica|Câmbio|title
menu-principal|grava-caminho-geral2|Lógica|Conta e cadastro|title
menu-principal|grava-caminho-geral2|Lógica|Produtos de Investimentos|title
menu-principal|grava-caminho-geral2|Lógica|Impostos e seguranças|title
menu-principal|grava-caminho-geral2|Lógica|Depósito e transferências|title
menu-principal|grava-caminho-geral2|Lógica|Taxas e custos|title
menu-principal|atendimento-humano|Carrosel Vertical|Entendi que você quer falar com um dos nossos *especialistas digitais*, selecione sobre *qual conta* vamos falar hoje:|message
menu-principal|atendimento-humano|Carrosel Vertical|Conta investimentos|title
menu-principal|atendimento-humano|Carrosel Vertical|Conta banking|title
menu-principal|atendimento-humano|Carrosel Vertical|Outros|title
menu-principal|menu-principal2|Múltipla Escolha|"Olá, {{user.name}}!

Sobre qual assunto você gostaria de falar hoje?

Escolha uma das opções ou digite em poucas palavras:"|message
menu-principal|menu-principal2|Múltipla Escolha|Investimentos|title
menu-principal|menu-principal2|Múltipla Escolha|Banking|title
menu-principal|menu-principal2|Múltipla Escolha|Outros|title
menu-principal|grava-invest2|Lógica|Saída|title
menu-principal|envia-dep-voltar|Carrosel Vertical|Você deseja visualizar o menu de Depósito, retirada e transferências? |message
menu-principal|envia-dep-voltar|Carrosel Vertical|Sim|title
menu-principal|envia-dep-voltar|Carrosel Vertical|Voltar ao menu|title
menu-principal|envia-dep-voltar|Carrosel Vertical|Outros|title
menu-principal|envia-outros-7-copy-139|Lógica|Saída|title
menu-principal|logica-timer|Lógica|Passou|title
menu-principal|logica-timer|Lógica|Não passou|title
menu-principal|timer-aviso-atend|Lógica|Dentro do Horário Banking|title
menu-principal|timer-aviso-atend|Lógica|Fora de Horário Banking|title
menu-principal|timer-banking|Lógica|Dentro do Horário Banking|title
menu-principal|timer-banking|Lógica|Fora de Horário Banking|title
nps|msg-nota|Mensagem|Por favor, digite um número de 1 a 5. |message
nps|msg-nota|Mensagem|Saída|title
nps|timer-3ss|Lógica|Saída|title
nps|variavel-invest|Lógica|Saída|title
nps|feedback-pesq-promot|Pergunta||message
nps|feedback-pesq-promot|Pergunta|Saída|title
nps|feedback-pesq-promot|Pergunta|Outros|title
nps|selecao-nps-p|Carrosel Vertical|o que você mais valorizou neste atendimento?|message
nps|selecao-nps-p|Carrosel Vertical|Clareza nas respostas|title
nps|selecao-nps-p|Carrosel Vertical|Agilidade|title
nps|selecao-nps-p|Carrosel Vertical|Cordialidade|title
nps|selecao-nps-p|Carrosel Vertical|⠀Outros|title
nps|selecao-nps-p|Carrosel Vertical|Outros|title
nps|novo-nps-bot|Carrosel Vertical|Eu consegui sanar suas dúvidas?|message
nps|novo-nps-bot|Carrosel Vertical|Sim|title
nps|novo-nps-bot|Carrosel Vertical|Não|title
nps|novo-nps-bot|Carrosel Vertical|Parcialmente|title
nps|novo-nps-bot|Carrosel Vertical|Finalizar atendimento|title
nps|novo-nps-bot|Carrosel Vertical|Outros|title
nps|opcoes-caminhos|Carrosel Vertical|Selecione a opção desejada|message
nps|opcoes-caminhos|Carrosel Vertical|Falar com atendente|title
nps|opcoes-caminhos|Carrosel Vertical|Menu principal|title
nps|opcoes-caminhos|Carrosel Vertical|Deixe seu feedback/comentário.|title
nps|opcoes-caminhos|Carrosel Vertical|Outros|title
nps|api-n8n-nps2|Lógica|OK|title
nps|api-n8n-nps2|Lógica|N-OK|title
nps|nota-nps|Carrosel Vertical|Me diga, em uma escala de *1* a *5* , sendo 1 péssimo e 5 excelente, qual nota você dá para o nosso atendimento?|message
nps|nota-nps|Carrosel Vertical|1|title
nps|nota-nps|Carrosel Vertical|2|title
nps|nota-nps|Carrosel Vertical|3|title
nps|nota-nps|Carrosel Vertical|4|title
nps|nota-nps|Carrosel Vertical|5|title
nps|nota-nps|Carrosel Vertical|Outros|title
nps|nota-verifica|Lógica|invalido|title
nps|nota-verifica|Lógica|promotor|title
nps|nota-verifica|Lógica|neutro|title
nps|nota-verifica|Lógica|detrator|title
nps|feedback-pesq-detrat|Pergunta||message
nps|feedback-pesq-detrat|Pergunta|Saída|title
nps|feedback-pesq-detrat|Pergunta|Outros|title
nps|api-n8n-nps|Lógica|OK|title
nps|api-n8n-nps|Lógica|N-OK|title
nps|direciona-escolha|Lógica|Falar com atendente|title
nps|direciona-escolha|Lógica|Menu principal|title
nps|direciona-escolha|Lógica|Livechat|title
nps|o-quer-encontrar|Pergunta||message
nps|o-quer-encontrar|Pergunta|Saída|title
nps|o-quer-encontrar|Pergunta|Outros|title
nps|conteudo-avenue|Carrosel Vertical|Existe algum tipo de conteúdo ou produto que você gostaria de encontrar na Avenue?|message
nps|conteudo-avenue|Carrosel Vertical|Sim|title
nps|conteudo-avenue|Carrosel Vertical|Não|title
nps|conteudo-avenue|Carrosel Vertical|Outros|title
nps|api-n8n-nps2-copia|Lógica|OK|title
nps|api-n8n-nps2-copia|Lógica|N-OK|title
nps|nota-nps-atendimento|Carrosel Vertical|Me diga, em uma escala de *1* a *5* , sendo 1 péssimo e 5 excelente, qual nota você dá para o nosso atendimento?|message
nps|nota-nps-atendimento|Carrosel Vertical|1|title
nps|nota-nps-atendimento|Carrosel Vertical|2|title
nps|nota-nps-atendimento|Carrosel Vertical|3|title
nps|nota-nps-atendimento|Carrosel Vertical|4|title
nps|nota-nps-atendimento|Carrosel Vertical|5|title
nps|nota-nps-atendimento|Carrosel Vertical|Outros|title
nps|nota-verifica-copia|Lógica|invalido|title
nps|nota-verifica-copia|Lógica|promotor|title
nps|nota-verifica-copia|Lógica|neutro|title
nps|nota-verifica-copia|Lógica|detrator|title
nps|novo-nps-humano|Carrosel Vertical|O especialista conseguiu esclarecer todas as suas dúvidas hoje? |message
nps|novo-nps-humano|Carrosel Vertical|Sim|title
nps|novo-nps-humano|Carrosel Vertical|Não|title
nps|novo-nps-humano|Carrosel Vertical|Finalizar atendimento|title
nps|novo-nps-humano|Carrosel Vertical|Outros|title
nps|o-que-faltou|Pergunta||message
nps|o-que-faltou|Pergunta|Saída|title
nps|o-que-faltou|Pergunta|Outros|title
nps|qual-corretora|Pergunta||message
nps|qual-corretora|Pergunta|Saída|title
nps|qual-corretora|Pergunta|Outros|title
nps|neutro-nps-bot|Pergunta||message
nps|neutro-nps-bot|Pergunta|Saída|title
nps|neutro-nps-bot|Pergunta|Outros|title
nps|detrator-nps-bot|Pergunta||message
nps|detrator-nps-bot|Pergunta|Saída|title
nps|detrator-nps-bot|Pergunta|Outros|title
nps|nota-investe-corret|Carrosel Vertical|Você investe através de outra corretora?|message
nps|nota-investe-corret|Carrosel Vertical|Sim|title
nps|nota-investe-corret|Carrosel Vertical|Não|title
nps|nota-investe-corret|Carrosel Vertical|Outros|title
nps|assessoria-nps|Carrosel Vertical|Você tem interesse em conhecer sobre o serviço de Assessoria da Avenue?|message
nps|assessoria-nps|Carrosel Vertical|Sim|title
nps|assessoria-nps|Carrosel Vertical|Não|title
nps|assessoria-nps|Carrosel Vertical|Outros|title
nps|logica-enviamensagem|Lógica|OK|title
nps|logica-enviamensagem|Lógica|N-OK|title
outros|palavras-chave|Lógica|Finaliza|title
outros|palavras-chave|Lógica|Login|title
outros|palavras-chave|Lógica|Sem sessão|title
outros|palavras-chave|Lógica|Cartão Banking|title
outros|palavras-chave|Lógica|Status de transação|title
outros|palavras-chave|Lógica|Perda Roubo ou Furto|title
outros|palavras-chave|Lógica|Transferencias Banking|title
outros|palavras-chave|Lógica|Como fazer câmbio|title
outros|palavras-chave|Lógica|câmbio instantâneo|title
outros|palavras-chave|Lógica|Deposito|title
outros|palavras-chave|Lógica|Retirada|title
outros|palavras-chave|Lógica|Transferir ativos|title
outros|palavras-chave|Lógica|Alteração de dados|title
outros|palavras-chave|Lógica|Conta conjunta|title
outros|palavras-chave|Lógica|Dificuldades de login|title
outros|palavras-chave|Lógica|Encerrar conta|title
outros|palavras-chave|Lógica|Imposto de renda|title
outros|palavras-chave|Lógica|Bonds|title
outros|palavras-chave|Lógica|CDs|title
outros|palavras-chave|Lógica|Ações|title
outros|palavras-chave|Lógica|ADRs|title
outros|palavras-chave|Lógica|ETFs|title
outros|palavras-chave|Lógica|REITs|title
outros|palavras-chave|Lógica|Aluguel de ativos|title
outros|palavras-chave|Lógica|Menu principal|title
outros|palavras-chave|Lógica|Renda fixa|title
outros|palavras-chave|Lógica|Renda Variável|title
outros|palavras-chave|Lógica|Falar com atendente|title
outros|palavras-chave|Lógica|Fcai|title
outros|trigger|Contexto aberto|Saída|title
outros|pega-input|Pergunta||message
outros|pega-input|Pergunta|Saída|title
outros|pega-input|Pergunta|Outros|title
outros|sem-sessao-lead|Mensagem|Parece que sua sessão expirou, vou precisar que preencha seus dados para seguir...|message
outros|sem-sessao-lead|Mensagem|Saída|title
outros|verifica-user|Lógica|Lead|title
outros|verifica-user|Lógica|Cliente|title
outros|sem-sessao-copy-3|Mensagem|Parece que sua sessão expirou, vou começar uma nova, só um momento...|message
outros|sem-sessao-copy-3|Mensagem|Saída|title
outros|informativo|Mensagem|ACIMA DESSE é BANKING|message
outros|informativo|Mensagem|Saída|title
n-conta-banking|introducao|Mensagem|Verifiquei que você ainda não possui sua conta Banking, sendo assim, neste menu você irá aprender como abrir sua conta. Não há custos para realizar a abertura.|message
n-conta-banking|introducao|Mensagem|Saída|title
